1	4.1929	4.1929
2	8.3861	8.3861
3	12.5798	12.5798
4	16.7741	16.7741
5	20.9693	20.9693
6	25.1658	25.1658
7	29.3636	29.3636
8	33.563	33.563
9	37.7643	37.7643
10	41.9677	41.9677
11	46.1734	46.1734
12	50.3817	50.3817
13	54.5927	54.5927
14	58.8068	58.8068
15	63.0241	63.0241
16	67.2448	67.2448
17	71.4693	71.4693
18	75.6977	75.6977
19	79.9303	79.9303
20	84.1673	84.1673
21	88.4089	88.4089
22	92.6554	92.6554
23	96.9069	96.9069
24	101.1638	101.1638
25	105.4262	105.4262
26	109.6944	109.6944
27	113.9686	113.9686
28	118.2489	118.2489
29	122.5358	122.5358
30	126.8293	126.8293
31	131.1297	131.1297
32	135.4373	135.4373
33	139.7522	139.7522
34	144.0747	144.0747
35	148.4049	148.4049
36	152.7432	152.7432
37	157.0898	157.0898
38	161.4448	161.4448
39	165.8084	165.8084
40	170.181	170.181
41	174.5627	174.5627
42	178.9538	178.9538
43	183.3544	183.3544
44	187.7648	187.7648
45	192.1851	192.1851
46	196.6157	196.6157
47	201.0567	201.0567
48	205.5083	205.5083
49	209.9708	209.9708
50	214.4442	214.4442
51	218.929	218.929
52	223.4252	223.4252
53	227.9331	227.9331
54	232.4528	232.4528
55	236.9846	236.9846
56	241.5287	241.5287
57	246.0853	246.0853
58	250.6545	250.6545
59	255.2366	255.2366
60	259.8317	259.8317
61	264.4401	264.4401
62	269.0619	269.0619
63	273.6974	273.6974
64	278.3466	278.3466
65	283.0099	283.0099
66	287.6873	287.6873
67	292.3791	292.3791
68	297.0854	297.0854
69	301.8065	301.8065
70	306.5424	306.5424
71	311.2933	311.2933
72	316.0595	316.0595
73	320.841	320.841
74	325.6381	325.6381
75	330.4508	330.4508
76	335.2794	335.2794
77	340.124	340.124
78	344.9847	344.9847
79	349.8617	349.8617
80	354.7552	354.7552
81	359.6652	359.6652
82	364.5919	364.5919
83	369.5354	369.5354
84	374.4959	374.4959
85	379.4734	379.4734
86	384.4682	384.4682
87	389.4802	389.4802
88	394.5096	394.5096
89	399.5566	399.5566
90	404.6212	404.6212
91	409.7034	409.7034
92	414.8035	414.8035
93	419.9215	419.9215
94	425.0574	425.0574
95	430.2114	430.2114
96	435.3835	435.3835
97	440.5737	440.5737
98	445.7822	445.7822
99	451.009	451.009
100	456.2541	456.2541
101	461.5176	461.5176
102	466.7996	466.7996
103	472.0999	472.0999
104	477.4188	477.4188
105	482.7561	482.7561
106	488.112	488.112
107	493.4863	493.4863
108	498.8792	498.8792
109	504.2906	504.2906
110	509.7204	509.7204
111	515.1688	515.1688
112	520.6355	520.6355
113	526.1207	526.1207
114	531.6243	531.6243
115	537.1462	537.1462
116	542.6864	542.6864
117	548.2447	548.2447
118	553.8212	553.8212
119	559.4158	559.4158
120	565.0284	565.0284
121	570.6588	570.6588
122	576.307	576.307
